Ref Des,Manufacturer,Part Number,Part Type,Part Description,Activation Energy (Ea),Applied Current (A),Applied Duty Cycle (%),Applied Freq (MHz),Applied Power (W),Applied Ripple (mA),Applied Voltage (V),Ball Chan Width,Ball Count,Ball Diameter,Ball Height,Ball Island Cols,Ball Island Rows,Ball Material,Ball Modeling,Ball Package Diameter,Ball Pad Diameter,Ball Pattern,Ball Perimeter Cols,Ball Perimeter Rows,Ball Pitch,Ball Units,Board Side,Capacitance (uF),Confidence Bounds (%),Corner Face,Corner Radius,Corner Shape,Cycle Rate (cycle/hr),Die Length,Die Material,Die Thickness,Die Units,Die Width,Documents,ESD Susceptibility (V),Electrical Derating (0-1),FITs (per 1E6 hours),Failure Class,Failure Mechanism,Flag Length,Flag Thickness,Flag Units,Flag Width,Frequency Exponent,Initial Burn-in (hrs),Input Data Type,Junction Res (C/W),Laminate Thickness,Lead Bend (degrees),Lead Count,Lead Foot Length,Lead Geometry,Lead Height,Lead Hole Diameter,Lead Layout,Lead Long Count,Lead Material,Lead Pitch,Lead Short Count,Lead Shoulder,Lead Standoff,Lead Stiffness,Lead Thickness,Lead Units,Lead Width,Lifetime,Load Type,Location Units,Material,Max Rated Current (A),Max Rated Power (W),Max Rated Temp (C),Max Rated Voltage (V),Max Storage Temp (C),Min Rated Temp (C),Min Storage Temp (C),Mirrored,Model Leads,Model Part,Number of Bits,Number of Contacts,Number of Devices,Number of Elements,Number of Failures,Number of Gates,Number of Throws,Number of Trans,Overmold Material,Overmold Thickness,Package Length,Package Mount,Package Name,Package Thickness,Package Units,Package Width,Pad Length,Pad Pitch,Pad Units,Pad Width,Part Technology,Part Temp Rise,Process Node,Production Year,Production Years,Quality Class,Quality Factor,Rated Ripple (mA),Reliability Data Source,Reliability Metric,Reliability Metric Units,Resistance (ohm),Ripple Temp Rise,Rotation,Seal Type,Sink Length,Sink Thickness,Sink Width,Solder Material,Solder Model,Solder Thickness,Source of AF,Stencil Thickness,Stencil Units,Subcircuit Name(s),Technology,Test Duration (hrs),Test Duty Cycle (%),Test Frequency (MHz),Test Method,Test Temperature (C),Test Voltage (V),Thermal Units,Voltage Exponent,Weight (gram),X Coordinate,X Offset,Y Coordinate,Y Offset
R31,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,1.375,0,2.1,0
R32,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,1.625,0,2.1,0
R33,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,-1.625,0,1.95,0
R34,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,-1.375,0,1.95,0
R35,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,-1.125,0,1.95,0
R36,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,-0.875,0,1.95,0
R37,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,-0.625,0,1.95,0
R38,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,-0.375,0,1.95,0
R39,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,-0.125,0,1.95,0
R40,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,0.125,0,1.95,0
R41,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,0.375,0,1.95,0
R42,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,0.625,0,1.95,0
R43,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,0.875,0,1.95,0
R44,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,1.125,0,1.95,0
R45,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,1.375,0,1.95,0
R46,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,1.625,0,1.95,0
R47,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,-1.625,0,-2.1,0
R48,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,-1.375,0,-2.1,0
R49,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,-1.125,0,-2.1,0
R50,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,-0.875,0,-2.1,0
R51,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,-0.625,0,-2.1,0
R52,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,-0.375,0,-2.1,0
R53,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,-0.125,0,-2.1,0
R54,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,0.125,0,-2.1,0
R55,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,0.375,0,-2.1,0
R56,DFR SOLUTIONS,RC1206JR-070RL,RESISTOR,RC SERIES 1206 0.25 W 0 O JUMPER SURFACE MOUNT THICK FILM CHIP RESISTOR,,,,,0.1,,,,,,,,,63SN37PB,DISABLED,,,,,,,MM,bot,,,TOP_BOTTOM,0.0,SQUARE,0,1.6,SILICON,0.185,MM,0.8,,500,0.5,,"RES, FILM (100K)",,,,MM,,,0,,1.5,2.0,0.0,2,0.0,LEADLESS,0.0,1.6080127840328722,SIP,,COPPER,0.0,,0.0,0.0,,0.0,MM,0.0,1000.0,,in,ALUMINA,,0.1,125.0,200.0,125.0,0.0,-55.0,N,DISABLED,ENABLED,,,0,1,0,,,,,0.435,3.2,SMT,1206,0.6,MM,1.6,0.64,1.27,MM,1.6,,DEFAULT,350NM PLANAR,,0,QUALIFIED,,,,,,100000.0,,90,,,,,DEFAULT,CC MODEL,0.0635,,0.127,MM,,,0,,,BLACK BOX,,,C,,0.01121,0.625,0,-2.1,0
